shapiro_gpa_W,shapiro_gpa_p,shapiro_study_W,shapiro_study_p,corr_method,corr_estimate,corr_p,lm_r_squared
0.9608883900341201,0.07096003662381241,0.91684799126246,0.0010135302173750265,spearman,0.05104854099949281,0.7112842081255853,0.0017308951292220763
