r.squared,adj.r.squared,sigma,statistic,p.value,df,logLik,AIC,BIC,deviance,df.residual,nobs
0.0017308951292220763,-0.017104371000415286,0.33847637164920996,0.091896505061774,0.7629665900921507,1,-17.441429785674753,40.882859571349506,46.90485912704692,6.072011470735148,53,55
